EH_ID,experiment,labels,weight,weight_dpi0,relative_weight,fecweight_flot,dpi,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,dilution,Locality,Genome,mouse_strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Departure,NOTE,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,primary_infection,InfectionStrain,challenge_infection,contamination,infection_history,InfectionHistoryTotal,Conc_DNA,Unit,A260,A280,X260.280,X260.230,Fecal_status,Mouse_status,fecweight_DNA,Extraction_round_1,Extraction_round_2,Faeces_for_RNA.Extraction,mean_Neubauer,oocysts.per.tube,OPG,Total_DNA,Microbial_density,Count.Tm,Infection,Well,Well.Position,Omit,Target,Task,Reporter,Quencher,Amp.Status,Amp.Score,Curve.Quality,Result.Quality.Issues,Ct,Cq.Confidence,Cq.Mean,Cq.SD,Auto.Threshold,Threshold,Auto.Baseline,Baseline.Start,Baseline.End,Tm,Tm2,Tm3,Tm4,plate
LM0185,E57,E57aIKO,19.35,20.1,96.2686567164179,0.84,9,17,20,25,21,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,279.1,ng/µl,5.582,3.149,1.77,1.67,NA,NA,0.071,with_beads,with_beads,NA,20.75,207500,247023.80952381,11.164,0.157239436619718,3,Positive,73,G1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45353846205598,NA,NA,17.7152788244636,0.981548194299259,16.9416754481782,0.850407265341212,TRUE,0.175040326097791,TRUE,3,12,74.4999160766602,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aIKO,19.35,20.1,96.2686567164179,0.84,9,17,20,25,21,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,279.1,ng/µl,5.582,3.149,1.77,1.67,NA,NA,0.071,with_beads,with_beads,NA,20.75,207500,247023.80952381,11.164,0.157239436619718,3,Positive,74,G2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43883819098281,NA,NA,17.0786541329926,0.935236074275581,16.9416754481782,0.850407265341212,TRUE,0.175040326097791,TRUE,3,13,74.3488006591797,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aIKO,19.35,20.1,96.2686567164179,0.84,9,17,20,25,21,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,279.1,ng/µl,5.582,3.149,1.77,1.67,NA,NA,0.071,with_beads,with_beads,NA,20.75,207500,247023.80952381,11.164,0.157239436619718,3,Positive,75,G3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43919202371615,NA,NA,16.0310933870785,0.845598694165552,16.9416754481782,0.850407265341212,TRUE,0.175040326097791,TRUE,3,12,74.4999160766602,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aCHR,19.09,20.1,94.9751243781094,0.5,10,2,12,8,9,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,261.7,ng/µl,5.235,2.9,1.8,1.97,NA,NA,0.0482,with_beads,with_beads,NA,7.75,77500,155000,10.468,0.217178423236515,3,Positive,1,A1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.44123034499114,NA,NA,20.5787765443062,0.948691627593933,20.0639376614588,0.45552728798774,TRUE,0.175040326097791,TRUE,3,15,74.6510314941406,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aCHR,19.09,20.1,94.9751243781094,0.5,10,2,12,8,9,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,261.7,ng/µl,5.235,2.9,1.8,1.97,NA,NA,0.0482,with_beads,with_beads,NA,7.75,77500,155000,10.468,0.217178423236515,3,Positive,2,A2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45540118195168,NA,NA,19.8998499061492,0.88628850882346,20.0639376614588,0.45552728798774,TRUE,0.175040326097791,TRUE,3,15,74.6510314941406,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aCHR,19.09,20.1,94.9751243781094,0.5,10,2,12,8,9,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,261.7,ng/µl,5.235,2.9,1.8,1.97,NA,NA,0.0482,with_beads,with_beads,NA,7.75,77500,155000,10.468,0.217178423236515,3,Positive,3,A3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.44147380307405,NA,NA,19.7131865339211,0.856332820635533,20.0639376614588,0.45552728798774,TRUE,0.175040326097791,TRUE,3,15,74.6510314941406,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aCKW,19.72,20.1,98.1094527363184,0.81,11,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,248.8,ng/µl,4.976,2.768,1.8,1.76,NA,NA,0.0803,with_beads,with_beads,Available,0,0,0,9.952,0.123935242839352,3,Positive,25,C1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43301936794073,NA,NA,24.2519241731962,0.936307315236898,23.9342376430481,0.400803905010247,TRUE,0.175040326097791,TRUE,3,20,74.6510314941406,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aCKW,19.72,20.1,98.1094527363184,0.81,11,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,248.8,ng/µl,4.976,2.768,1.8,1.76,NA,NA,0.0803,with_beads,with_beads,Available,0,0,0,9.952,0.123935242839352,3,Positive,26,C2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.44859966583085,NA,NA,24.0668565911225,0.922113988401548,23.9342376430481,0.400803905010247,TRUE,0.175040326097791,TRUE,3,20,74.6510314941406,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0185,E57,E57aCKW,19.72,20.1,98.1094527363184,0.81,11,0,0,0,0,1, STRA x BUSNA , dom x mus , STRA_BUSNA , SY ,6346,55, BUSNA , SY ,6111,60,2018-03-07,2,5,2,3, EX ,660, F ,F1,1F,7.91,10.95,L2,NA,NA, STRA , BUSNA , inter subsp. hybrids ,17.7142857142857,1,E88,NA,NA,NA,NA,NA,248.8,ng/µl,4.976,2.768,1.8,1.76,NA,NA,0.0803,with_beads,with_beads,Available,0,0,0,9.952,0.123935242839352,3,Positive,27,C3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43609019438358,NA,NA,23.4839321648255,0.878423620184474,23.9342376430481,0.400803905010247,TRUE,0.175040326097791,TRUE,3,19,74.6510314941406,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_26042022_a.eds
LM0186,E57,E57aFPV,18.1,18.1,100,1.27,0,0,0,0,0,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,262.8,ng/µl,5.255,2.909,1.81,1.75,NA,NA,0.0739,with_beads,with_beads,Available,0,0,0,10.512,0.142246278755074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0186,E57,E57aSUW,17.71,18.1,97.8453038674033,0,1,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,41.1,ng/µl,0.822,0.45,1.83,1.58,NA,NA,0.0839,with_beads,with_beads,Available,NA,NA,NA,1.644,0.0195947556615018,1,Negative,28,C4,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.39924152976949,NA,NA,34.7628193122409,0.989386472827238,34.5751156069935,1.48622011027612,TRUE,0.12547875490252,TRUE,3,31,82.2188034057617,77.8039855957031,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0186,E57,E57aSUW,17.71,18.1,97.8453038674033,0,1,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,41.1,ng/µl,0.822,0.45,1.83,1.58,NA,NA,0.0839,with_beads,with_beads,Available,NA,NA,NA,1.644,0.0195947556615018,1,Negative,29,C5,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.24080032691639,NA,NA,35.9585672795352,0.976291778268271,34.5751156069935,1.48622011027612,TRUE,0.12547875490252,TRUE,3,32,76.4433288574219,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0186,E57,E57aSUW,17.71,18.1,97.8453038674033,0,1,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,41.1,ng/µl,0.822,0.45,1.83,1.58,NA,NA,0.0839,with_beads,with_beads,Available,NA,NA,NA,1.644,0.0195947556615018,1,Negative,30,C6,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45121446461571,NA,NA,33.0039602292043,0.988249714182109,34.5751156069935,1.48622011027612,TRUE,0.12547875490252,TRUE,3,28,75.224723815918,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_c.eds
LM0186,E57,E57aCDE,17.72,18.1,97.9005524861878,0,2,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,150.6,ng/µl,3.013,1.626,1.85,2.18,NA,NA,0.0634,with_beads,with_beads,Available,NA,NA,NA,6.024,0.0950157728706625,3,Positive,55,E7,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.31035331282019,NA,NA,28.802971855536,0.938520053820736,27.7052148775219,1.03925633158321,TRUE,0.0749682167284618,TRUE,3,25,74.8102722167969,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_25042022_b.eds
LM0186,E57,E57aCDE,17.72,18.1,97.9005524861878,0,2,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,150.6,ng/µl,3.013,1.626,1.85,2.18,NA,NA,0.0634,with_beads,with_beads,Available,NA,NA,NA,6.024,0.0950157728706625,3,Positive,56,E8,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45254605012842,NA,NA,27.5761588934522,0.947332484427117,27.7052148775219,1.03925633158321,TRUE,0.0749682167284618,TRUE,3,23,74.5078735351563,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_25042022_b.eds
LM0186,E57,E57aCDE,17.72,18.1,97.9005524861878,0,2,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,150.6,ng/µl,3.013,1.626,1.85,2.18,NA,NA,0.0634,with_beads,with_beads,Available,NA,NA,NA,6.024,0.0950157728706625,3,Positive,57,E9,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.42520323605053,NA,NA,26.7365138835776,0.885604475791739,27.7052148775219,1.03925633158321,TRUE,0.0749682167284618,TRUE,3,23,74.6691741943359,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_25042022_b.eds
LM0186,E57,E57aFJQ,17.82,18.1,98.4530386740331,0,3,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,126.3,ng/µl,2.526,1.393,1.81,1.78,NA,NA,0.059,with_beads,with_beads,NA,NA,NA,NA,5.052,0.0856271186440678,3,Positive,13,B1,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43705166211987,NA,NA,30.9313110303829,0.945816096799807,30.7701785102105,0.161893473735638,TRUE,0.0790712471963985,TRUE,3,27,75.0821228027344,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_01052022_b.eds
LM0186,E57,E57aFJQ,17.82,18.1,98.4530386740331,0,3,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,126.3,ng/µl,2.526,1.393,1.81,1.78,NA,NA,0.059,with_beads,with_beads,NA,NA,NA,NA,5.052,0.0856271186440678,3,Positive,14,B2,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.44961447213971,NA,NA,30.6075346646003,0.925063436075214,30.7701785102105,0.161893473735638,TRUE,0.0790712471963985,TRUE,3,27,75.0821228027344,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_01052022_b.eds
LM0186,E57,E57aFJQ,17.82,18.1,98.4530386740331,0,3,NA,NA,NA,NA,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,126.3,ng/µl,2.526,1.393,1.81,1.78,NA,NA,0.059,with_beads,with_beads,NA,NA,NA,NA,5.052,0.0856271186440678,3,Positive,15,B3,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.4426142521185,NA,NA,30.7716898356484,0.898011180126334,30.7701785102105,0.161893473735638,TRUE,0.0790712471963985,TRUE,3,27,75.0821228027344,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_01052022_b.eds
LM0186,E57,E57aCEW,18.25,18.1,100.828729281768,1.65,4,0,0,0,0,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,181.2,ng/µl,3.623,1.975,1.83,1.76,NA,NA,0.0373,with_beads,with_beads,NA,0,0,0,7.248,0.194316353887399,3,Positive,67,F7,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43938812808005,NA,NA,31.2157340578551,0.976299485099464,30.1041858175593,1.24995783366378,TRUE,0.0749682167284618,TRUE,3,28,74.6590728759766,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_25042022_b.eds
LM0186,E57,E57aCEW,18.25,18.1,100.828729281768,1.65,4,0,0,0,0,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,181.2,ng/µl,3.623,1.975,1.83,1.76,NA,NA,0.0373,with_beads,with_beads,NA,0,0,0,7.248,0.194316353887399,3,Positive,68,F8,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.42684621954718,NA,NA,30.3457447320079,0.958516420128612,30.1041858175593,1.24995783366378,TRUE,0.0749682167284618,TRUE,3,26,74.5078735351563,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_25042022_b.eds
LM0186,E57,E57aCEW,18.25,18.1,100.828729281768,1.65,4,0,0,0,0,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,181.2,ng/µl,3.623,1.975,1.83,1.76,NA,NA,0.0373,with_beads,with_beads,NA,0,0,0,7.248,0.194316353887399,3,Positive,69,F9,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.43520942225258,NA,NA,28.7510786628149,0.920154999472242,30.1041858175593,1.24995783366378,TRUE,0.0749682167284618,TRUE,3,25,74.8204727172852,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_25042022_b.eds
LM0186,E57,E57aBQY,18.45,18.1,101.933701657459,1.06,5,0,0,0,0,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,88,ng/µl,1.759,0.951,1.85,2.08,NA,NA,0.052,with_beads,with_beads,Available,0,0,0,3.52,0.0676923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0186,E57,E57aEJM,18.31,18.1,101.160220994475,0.94,6,0,0,0,0,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,211.6,ng/µl,4.232,2.303,1.84,2.44,NA,NA,0.0938,with_beads,with_beads,NA,0,0,0,8.464,0.0902345415778252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0186,E57,E57aBQZ,17.85,18.1,98.6187845303867,0.59,7,0,0,0,1,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,199.8,ng/µl,3.997,2.195,1.82,1.53,NA,NA,0.1006,with_beads,with_beads,NA,0,0,0,7.992,0.0794433399602386,3,Positive,58,E10,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46772753228171,NA,NA,17.8180990866688,0.890347211473649,16.9037820500807,1.0285959451997,TRUE,0.0399999991059303,TRUE,3,15,74.8148193359375,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aBQZ,17.85,18.1,98.6187845303867,0.59,7,0,0,0,1,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,199.8,ng/µl,3.997,2.195,1.82,1.53,NA,NA,0.1006,with_beads,with_beads,NA,0,0,0,7.992,0.0794433399602386,3,Positive,59,E11,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.47026853795051,NA,NA,17.1031506720748,0.914798317904812,16.9037820500807,1.0285959451997,TRUE,0.0399999991059303,TRUE,3,13,74.8148193359375,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aBQZ,17.85,18.1,98.6187845303867,0.59,7,0,0,0,1,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,199.8,ng/µl,3.997,2.195,1.82,1.53,NA,NA,0.1006,with_beads,with_beads,NA,0,0,0,7.992,0.0794433399602386,3,Positive,60,E12,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46301456584887,NA,NA,15.7900963914985,0.924048819081391,16.9037820500807,1.0285959451997,TRUE,0.0399999991059303,TRUE,3,13,74.9660568237305,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aJPY,17.55,18.1,96.9613259668508,0.16,8,6,13,10,14,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,41.4,ng/µl,0.828,0.464,1.79,1.33,NA,NA,0.0352,with_beads,with_beads,NA,10.75,107500,671875,1.656,0.0470454545454545,3,Positive,70,F10,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.47791128792111,NA,NA,12.5251057077838,0.871773667674431,12.0773567036661,0.821355522204289,TRUE,0.0399999991059303,TRUE,3,9,74.6635818481445,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aJPY,17.55,18.1,96.9613259668508,0.16,8,6,13,10,14,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,41.4,ng/µl,0.828,0.464,1.79,1.33,NA,NA,0.0352,with_beads,with_beads,NA,10.75,107500,671875,1.656,0.0470454545454545,3,Positive,71,F11,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46574749327519,NA,NA,12.5775440192991,0.973733765901964,12.0773567036661,0.821355522204289,TRUE,0.0399999991059303,TRUE,3,10,74.6635818481445,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aJPY,17.55,18.1,96.9613259668508,0.16,8,6,13,10,14,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,41.4,ng/µl,0.828,0.464,1.79,1.33,NA,NA,0.0352,with_beads,with_beads,NA,10.75,107500,671875,1.656,0.0470454545454545,3,Positive,72,F12,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.45867558973851,NA,NA,11.1294203839154,0.936754831063557,12.0773567036661,0.821355522204289,TRUE,0.0399999991059303,TRUE,3,9,74.8148193359375,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aKQZ,17.43,18.1,96.2983425414365,0.83,9,22,32,27,17,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,151.3,ng/µl,3.026,1.666,1.82,1.6,NA,NA,0.1045,with_beads,with_beads,Available,24.5,245000,295180.722891566,6.052,0.0579138755980861,3,Positive,46,D10,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46460137574751,NA,NA,17.8157826400242,0.92223411157032,16.9877783832545,0.777606215838535,TRUE,0.0399999991059303,TRUE,3,15,74.8148193359375,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
LM0186,E57,E57aKQZ,17.43,18.1,96.2983425414365,0.83,9,22,32,27,17,1, PWD x SCHUNT , mus x dom , PWD_SCHUNT , SY ,5681,42, SCHUNT , SY ,8172,37,2018-05-07,5,8,4,4, EX ,977, M ,F1,1M,5.64,9.76,L3,NA,NA, PWD , SCHUNT , inter subsp. hybrids ,9,1,E88,NA,NA,NA,NA,NA,151.3,ng/µl,3.026,1.666,1.82,1.6,NA,NA,0.1045,with_beads,with_beads,Available,24.5,245000,295180.722891566,6.052,0.0579138755980861,3,Positive,47,D11,FALSE,Eim,UNKNOWN,SYBR,None,Amp,1.46853959581311,NA,NA,16.8745720992379,0.94057422064247,16.9877783832545,0.777606215838535,TRUE,0.0399999991059303,TRUE,3,14,74.8148193359375,NA,NA,NA,qPCR_eimeria_lab_fecal_DB_30042022_a.eds
